Title,Body (HTML),Vendor,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant Compare At Price,Variant Price,Image Src,Variant Image,Variant Inventory Qty,Style ID (product.metafields.custom.style_id),Color (product.metafields.custom.color),Style (product.metafields.custom.style),Material (product.metafields.custom.material),Construction (product.metafields.custom.construction),Thickness (product.metafields.custom.thickness),Fringe (product.metafields.custom.fringe),Location (product.metafields.custom.location),Made In (product.metafields.custom.made_in),Custom Sizes (product.metafields.custom.custom_sizes),Sample Size (product.metafields.custom.sample_size),Rug Pad (product.metafields.custom.rug_pad),Fill (product.metafields.custom.fill),Designer (product.metafields.custom.designer),Shape (product.metafields.custom.shape)
Mahaba - Lloria Area Rug,"<div class=""product-overview-data"">
<p>With patterns that echo African basket weaves, the Mahaba collection features a cushioned, looped pile and earthy tones ideal for indoors and out. The Lloria design features a confident stripe pattern in various hues. The soothing color palette anchors spaces with a contemporary feel. Crafted of durable polypropylene, this rug can easily stand up to heavily trafficked areas and outdoor elements.<ul><li>High-Performance Style: this indoor/outdoor rug is specifically designed to tolerate outdoor elements and heavy traffic</li><li>Weather-Resistant Durability: made of 100% polypropylene to maximize durability in high-traffic and outdoor areas</li><li>Looped Pile: low, looped pile lends rich texture to the stain-resistant fibers</li><li>Care and Cleaning: Clean or remove stains by using mild soap. Rinse with clean water or a garden hose. Hang and allow rug to dry before laying rug out. Vacuum regularly with beater bar off for indoor use.</li><li>Rug Pad Recommended: allow maximum air flow and additional cushioning with an outdoor rug pad</li></ul></p>
</div>",Vibe by Jaipur Living,Color,"Blue, Orange ",Size,4' x 6' Rectangular,170.00,56.53,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/19418/146203/234762/ws_mah10_4.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/19418/146203/234762/ws_mah10.jpg",1.0,Lloria,"Blue, Orange (MAH-10)",Striped,100% Polypropylene,Machine-Made,"1⁄4"" (approx.)",No decorative fringe,Outdoor/Indoor,Egypt,Not available,Not available,Recommended,,,
Mahaba - Lloria Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/19418/146203/234762/ws_mah10.jpg",,,,,,,,,,,,,,,,,
Mahaba - Lloria Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/19418/146203/234762/ws_mah10_1.jpg",,,,,,,,,,,,,,,,,
Mahaba - Lloria Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/19418/146203/234762/ws_mah10_2.jpg",,,,,,,,,,,,,,,,,
Mahaba - Lloria Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/19418/146203/234762/ws_mah10_3.jpg",,,,,,,,,,,,,,,,,
Mahaba - Lloria Area Rug,"<div class=""product-overview-data"">
<p>With patterns that echo African basket weaves, the Mahaba collection features a cushioned, looped pile and earthy tones ideal for indoors and out. The Lloria design features a confident stripe pattern in various hues. The soothing color palette anchors spaces with a contemporary feel. Crafted of durable polypropylene, this rug can easily stand up to heavily trafficked areas and outdoor elements.<ul><li>High-Performance Style: this indoor/outdoor rug is specifically designed to tolerate outdoor elements and heavy traffic</li><li>Weather-Resistant Durability: made of 100% polypropylene to maximize durability in high-traffic and outdoor areas</li><li>Looped Pile: low, looped pile lends rich texture to the stain-resistant fibers</li><li>Care and Cleaning: Clean or remove stains by using mild soap. Rinse with clean water or a garden hose. Hang and allow rug to dry before laying rug out. Vacuum regularly with beater bar off for indoor use.</li><li>Rug Pad Recommended: allow maximum air flow and additional cushioning with an outdoor rug pad</li></ul></p>
</div>",Vibe by Jaipur Living,Color,"Blue, Orange ",Size,5' x 8' Rectangular,275.00,85.81,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/19418/146203/234762/ws_mah10_3.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/19418/146203/234762/ws_mah10.jpg",1.0,Lloria,"Blue, Orange (MAH-10)",Striped,100% Polypropylene,Machine-Made,"1⁄4"" (approx.)",No decorative fringe,Outdoor/Indoor,Egypt,Not available,Not available,Recommended,,,
Mazarro - Viviana Area Rug,"<div class=""product-overview-data"">
<p><p>Bring playful pastels to any of your favorite spaces with the lively Viviana area rug from Vibe by Jaipur Living! This charming floor covering is part of the go-anywhere Mazarro collection, each rug made from strong synthetic materials that can provide dependable performance both indoors and outdoors.</p><ul><li>Let this rug showcase its durability in your most active spaces. Place it beneath a dining table, use to bring color to a patio, or use as an easy-cleanup solution for spaces like playrooms and mudrooms. </li><li> Viviana is a classic striped area rug that features colorful bands that alternate in widths. The colorful palette spans a variety of springtime hues for uplifting appeal within any environment. </li><li> Mazarro collection area rugs are handwoven for artisanal quality in every detail. These 100% polyester area rugs are highly resistant against weather and wear for long-lasting style. </li><li> Spot clean as needed using mild soap and cool water. When vacuuming, use a suction-only setting or hard surface attachment.</li></ul></p>
</div>",Vibe by Jaipur Living,Color,Pink ,Size,"18"" x 18"" sample",50.00,37.50,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20792/148784/239136/ws_maz01_4.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20792/148784/239136/ws_maz01.jpg",1.0,Viviana,Pink (MAZ-01),Striped,100% Polyester,Handwoven,"1⁄5"" (approx.)",No decorative fringe,Indoor Only,India,Not available,Yes. Use that credit towards a 5x8 area rug and larger,Not necessary,,,
Mazarro - Viviana Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20792/148784/239136/ws_maz01.jpg",,,,,,,,,,,,,,,,,
Mazarro - Viviana Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20792/148784/239136/ws_maz01_5.jpg",,,,,,,,,,,,,,,,,
Mazarro - Viviana Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20792/148784/239136/ws_maz01_1.jpg",,,,,,,,,,,,,,,,,
Mazarro - Viviana Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20792/148784/239136/ws_maz01_2.jpg",,,,,,,,,,,,,,,,,
Mazarro - Viviana Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20792/148784/239136/ws_maz01_3.jpg",,,,,,,,,,,,,,,,,
Mazarro - Viviana Area Rug,"<div class=""product-overview-data"">
<p><p>Bring playful pastels to any of your favorite spaces with the lively Viviana area rug from Vibe by Jaipur Living! This charming floor covering is part of the go-anywhere Mazarro collection, each rug made from strong synthetic materials that can provide dependable performance both indoors and outdoors.</p><ul><li>Let this rug showcase its durability in your most active spaces. Place it beneath a dining table, use to bring color to a patio, or use as an easy-cleanup solution for spaces like playrooms and mudrooms. </li><li> Viviana is a classic striped area rug that features colorful bands that alternate in widths. The colorful palette spans a variety of springtime hues for uplifting appeal within any environment. </li><li> Mazarro collection area rugs are handwoven for artisanal quality in every detail. These 100% polyester area rugs are highly resistant against weather and wear for long-lasting style. </li><li> Spot clean as needed using mild soap and cool water. When vacuuming, use a suction-only setting or hard surface attachment.</li></ul></p>
</div>",Vibe by Jaipur Living,Color,Pink ,Size,2' x 3' Rectangular,47.00,25.50,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20792/148784/239136/ws_maz01_3.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20792/148784/239136/ws_maz01.jpg",1.0,Viviana,Pink (MAZ-01),Striped,100% Polyester,Handwoven,"1⁄5"" (approx.)",No decorative fringe,Indoor Only,India,Not available,Yes. Use that credit towards a 5x8 area rug and larger,Not necessary,,,
Mazarro - Viviana Area Rug,"<div class=""product-overview-data"">
<p><p>Bring playful pastels to any of your favorite spaces with the lively Viviana area rug from Vibe by Jaipur Living! This charming floor covering is part of the go-anywhere Mazarro collection, each rug made from strong synthetic materials that can provide dependable performance both indoors and outdoors.</p><ul><li>Let this rug showcase its durability in your most active spaces. Place it beneath a dining table, use to bring color to a patio, or use as an easy-cleanup solution for spaces like playrooms and mudrooms. </li><li> Viviana is a classic striped area rug that features colorful bands that alternate in widths. The colorful palette spans a variety of springtime hues for uplifting appeal within any environment. </li><li> Mazarro collection area rugs are handwoven for artisanal quality in every detail. These 100% polyester area rugs are highly resistant against weather and wear for long-lasting style. </li><li> Spot clean as needed using mild soap and cool water. When vacuuming, use a suction-only setting or hard surface attachment.</li></ul></p>
</div>",Vibe by Jaipur Living,Color,Pink ,Size,3' x 8' Rectangular runner,174.00,93.00,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20792/148784/239136/ws_maz01_3.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20792/148784/239136/ws_maz01.jpg",1.0,Viviana,Pink (MAZ-01),Striped,100% Polyester,Handwoven,"1⁄5"" (approx.)",No decorative fringe,Indoor Only,India,Not available,Yes. Use that credit towards a 5x8 area rug and larger,Not necessary,,,
Mazarro - Viviana Area Rug,"<div class=""product-overview-data"">
<p><p>Bring playful pastels to any of your favorite spaces with the lively Viviana area rug from Vibe by Jaipur Living! This charming floor covering is part of the go-anywhere Mazarro collection, each rug made from strong synthetic materials that can provide dependable performance both indoors and outdoors.</p><ul><li>Let this rug showcase its durability in your most active spaces. Place it beneath a dining table, use to bring color to a patio, or use as an easy-cleanup solution for spaces like playrooms and mudrooms. </li><li> Viviana is a classic striped area rug that features colorful bands that alternate in widths. The colorful palette spans a variety of springtime hues for uplifting appeal within any environment. </li><li> Mazarro collection area rugs are handwoven for artisanal quality in every detail. These 100% polyester area rugs are highly resistant against weather and wear for long-lasting style. </li><li> Spot clean as needed using mild soap and cool water. When vacuuming, use a suction-only setting or hard surface attachment.</li></ul></p>
</div>",Vibe by Jaipur Living,Color,Pink ,Size,4' x 6' Rectangular,174.00,93.00,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20792/148784/239136/ws_maz01_3.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20792/148784/239136/ws_maz01.jpg",1.0,Viviana,Pink (MAZ-01),Striped,100% Polyester,Handwoven,"1⁄5"" (approx.)",No decorative fringe,Indoor Only,India,Not available,Yes. Use that credit towards a 5x8 area rug and larger,Not necessary,,,
Mazarro - Viviana Area Rug,"<div class=""product-overview-data"">
<p><p>Bring playful pastels to any of your favorite spaces with the lively Viviana area rug from Vibe by Jaipur Living! This charming floor covering is part of the go-anywhere Mazarro collection, each rug made from strong synthetic materials that can provide dependable performance both indoors and outdoors.</p><ul><li>Let this rug showcase its durability in your most active spaces. Place it beneath a dining table, use to bring color to a patio, or use as an easy-cleanup solution for spaces like playrooms and mudrooms. </li><li> Viviana is a classic striped area rug that features colorful bands that alternate in widths. The colorful palette spans a variety of springtime hues for uplifting appeal within any environment. </li><li> Mazarro collection area rugs are handwoven for artisanal quality in every detail. These 100% polyester area rugs are highly resistant against weather and wear for long-lasting style. </li><li> Spot clean as needed using mild soap and cool water. When vacuuming, use a suction-only setting or hard surface attachment.</li></ul></p>
</div>",Vibe by Jaipur Living,Color,Pink ,Size,5' x 8' Rectangular,265.00,142.50,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20792/148784/239136/ws_maz01_3.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20792/148784/239136/ws_maz01.jpg",1.0,Viviana,Pink (MAZ-01),Striped,100% Polyester,Handwoven,"1⁄5"" (approx.)",No decorative fringe,Indoor Only,India,Not available,Yes. Use that credit towards a 5x8 area rug and larger,Not necessary,,,
Mazarro - Viviana Area Rug,"<div class=""product-overview-data"">
<p><p>Bring playful pastels to any of your favorite spaces with the lively Viviana area rug from Vibe by Jaipur Living! This charming floor covering is part of the go-anywhere Mazarro collection, each rug made from strong synthetic materials that can provide dependable performance both indoors and outdoors.</p><ul><li>Let this rug showcase its durability in your most active spaces. Place it beneath a dining table, use to bring color to a patio, or use as an easy-cleanup solution for spaces like playrooms and mudrooms. </li><li> Viviana is a classic striped area rug that features colorful bands that alternate in widths. The colorful palette spans a variety of springtime hues for uplifting appeal within any environment. </li><li> Mazarro collection area rugs are handwoven for artisanal quality in every detail. These 100% polyester area rugs are highly resistant against weather and wear for long-lasting style. </li><li> Spot clean as needed using mild soap and cool water. When vacuuming, use a suction-only setting or hard surface attachment.</li></ul></p>
</div>",Vibe by Jaipur Living,Color,Pink ,Size,8' x 10' Rectangular,530.00,285.00,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20792/148784/239136/ws_maz01_3.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20792/148784/239136/ws_maz01.jpg",1.0,Viviana,Pink (MAZ-01),Striped,100% Polyester,Handwoven,"1⁄5"" (approx.)",No decorative fringe,Indoor Only,India,Not available,Yes. Use that credit towards a 5x8 area rug and larger,Not necessary,,,
Mazarro - Viviana Area Rug,"<div class=""product-overview-data"">
<p><p>Bring playful pastels to any of your favorite spaces with the lively Viviana area rug from Vibe by Jaipur Living! This charming floor covering is part of the go-anywhere Mazarro collection, each rug made from strong synthetic materials that can provide dependable performance both indoors and outdoors.</p><ul><li>Let this rug showcase its durability in your most active spaces. Place it beneath a dining table, use to bring color to a patio, or use as an easy-cleanup solution for spaces like playrooms and mudrooms. </li><li> Viviana is a classic striped area rug that features colorful bands that alternate in widths. The colorful palette spans a variety of springtime hues for uplifting appeal within any environment. </li><li> Mazarro collection area rugs are handwoven for artisanal quality in every detail. These 100% polyester area rugs are highly resistant against weather and wear for long-lasting style. </li><li> Spot clean as needed using mild soap and cool water. When vacuuming, use a suction-only setting or hard surface attachment.</li></ul></p>
</div>",Vibe by Jaipur Living,Color,Pink ,Size,9' x 12' Rectangular,820.00,435.00,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20792/148784/239136/ws_maz01_3.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20792/148784/239136/ws_maz01.jpg",1.0,Viviana,Pink (MAZ-01),Striped,100% Polyester,Handwoven,"1⁄5"" (approx.)",No decorative fringe,Indoor Only,India,Not available,Yes. Use that credit towards a 5x8 area rug and larger,Not necessary,,,
Mazarro - Viviana Area Rug,"<div class=""product-overview-data"">
<p><p>Bring playful pastels to any of your favorite spaces with the lively Viviana area rug from Vibe by Jaipur Living! This charming floor covering is part of the go-anywhere Mazarro collection, each rug made from strong synthetic materials that can provide dependable performance both indoors and outdoors.</p><ul><li>Let this rug showcase its durability in your most active spaces. Place it beneath a dining table, use to bring color to a patio, or use as an easy-cleanup solution for spaces like playrooms and mudrooms. </li><li> Viviana is a classic striped area rug that features colorful bands that alternate in widths. The colorful palette spans a variety of springtime hues for uplifting appeal within any environment. </li><li> Mazarro collection area rugs are handwoven for artisanal quality in every detail. These 100% polyester area rugs are highly resistant against weather and wear for long-lasting style. </li><li> Spot clean as needed using mild soap and cool water. When vacuuming, use a suction-only setting or hard surface attachment.</li></ul></p>
</div>",Vibe by Jaipur Living,Color,Red ,Size,"18"" x 18"" sample",50.00,37.50,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20792/148784/239137/ws_maz04_4.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20792/148784/239137/ws_maz04.jpg",1.0,Viviana,Red (MAZ-04),Striped,100% Polyester,Handwoven,"1⁄5"" (approx.)",No decorative fringe,Indoor Only,India,Not available,Yes. Use that credit towards a 5x8 area rug and larger,Not necessary,,,
Mazarro - Viviana Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20792/148784/239137/ws_maz04.jpg",,,,,,,,,,,,,,,,,
Mazarro - Viviana Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20792/148784/239137/ws_maz04_6.jpg",,,,,,,,,,,,,,,,,
Mazarro - Viviana Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20792/148784/239137/ws_maz04_5.jpg",,,,,,,,,,,,,,,,,
Mazarro - Viviana Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20792/148784/239137/ws_maz04_1.jpg",,,,,,,,,,,,,,,,,
Mazarro - Viviana Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20792/148784/239137/ws_maz04_2.jpg",,,,,,,,,,,,,,,,,
Mazarro - Viviana Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20792/148784/239137/ws_maz04_3.jpg",,,,,,,,,,,,,,,,,
Mazarro - Viviana Area Rug,"<div class=""product-overview-data"">
<p><p>Bring playful pastels to any of your favorite spaces with the lively Viviana area rug from Vibe by Jaipur Living! This charming floor covering is part of the go-anywhere Mazarro collection, each rug made from strong synthetic materials that can provide dependable performance both indoors and outdoors.</p><ul><li>Let this rug showcase its durability in your most active spaces. Place it beneath a dining table, use to bring color to a patio, or use as an easy-cleanup solution for spaces like playrooms and mudrooms. </li><li> Viviana is a classic striped area rug that features colorful bands that alternate in widths. The colorful palette spans a variety of springtime hues for uplifting appeal within any environment. </li><li> Mazarro collection area rugs are handwoven for artisanal quality in every detail. These 100% polyester area rugs are highly resistant against weather and wear for long-lasting style. </li><li> Spot clean as needed using mild soap and cool water. When vacuuming, use a suction-only setting or hard surface attachment.</li></ul></p>
</div>",Vibe by Jaipur Living,Color,Red ,Size,2' x 3' Rectangular,47.00,25.50,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20792/148784/239137/ws_maz04_3.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20792/148784/239137/ws_maz04.jpg",1.0,Viviana,Red (MAZ-04),Striped,100% Polyester,Handwoven,"1⁄5"" (approx.)",No decorative fringe,Indoor Only,India,Not available,Yes. Use that credit towards a 5x8 area rug and larger,Not necessary,,,
Mazarro - Viviana Area Rug,"<div class=""product-overview-data"">
<p><p>Bring playful pastels to any of your favorite spaces with the lively Viviana area rug from Vibe by Jaipur Living! This charming floor covering is part of the go-anywhere Mazarro collection, each rug made from strong synthetic materials that can provide dependable performance both indoors and outdoors.</p><ul><li>Let this rug showcase its durability in your most active spaces. Place it beneath a dining table, use to bring color to a patio, or use as an easy-cleanup solution for spaces like playrooms and mudrooms. </li><li> Viviana is a classic striped area rug that features colorful bands that alternate in widths. The colorful palette spans a variety of springtime hues for uplifting appeal within any environment. </li><li> Mazarro collection area rugs are handwoven for artisanal quality in every detail. These 100% polyester area rugs are highly resistant against weather and wear for long-lasting style. </li><li> Spot clean as needed using mild soap and cool water. When vacuuming, use a suction-only setting or hard surface attachment.</li></ul></p>
</div>",Vibe by Jaipur Living,Color,Red ,Size,3' x 8' Rectangular runner,174.00,93.00,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20792/148784/239137/ws_maz04_3.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20792/148784/239137/ws_maz04.jpg",1.0,Viviana,Red (MAZ-04),Striped,100% Polyester,Handwoven,"1⁄5"" (approx.)",No decorative fringe,Indoor Only,India,Not available,Yes. Use that credit towards a 5x8 area rug and larger,Not necessary,,,
Mazarro - Viviana Area Rug,"<div class=""product-overview-data"">
<p><p>Bring playful pastels to any of your favorite spaces with the lively Viviana area rug from Vibe by Jaipur Living! This charming floor covering is part of the go-anywhere Mazarro collection, each rug made from strong synthetic materials that can provide dependable performance both indoors and outdoors.</p><ul><li>Let this rug showcase its durability in your most active spaces. Place it beneath a dining table, use to bring color to a patio, or use as an easy-cleanup solution for spaces like playrooms and mudrooms. </li><li> Viviana is a classic striped area rug that features colorful bands that alternate in widths. The colorful palette spans a variety of springtime hues for uplifting appeal within any environment. </li><li> Mazarro collection area rugs are handwoven for artisanal quality in every detail. These 100% polyester area rugs are highly resistant against weather and wear for long-lasting style. </li><li> Spot clean as needed using mild soap and cool water. When vacuuming, use a suction-only setting or hard surface attachment.</li></ul></p>
</div>",Vibe by Jaipur Living,Color,Red ,Size,4' x 6' Rectangular,174.00,93.00,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20792/148784/239137/ws_maz04_3.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20792/148784/239137/ws_maz04.jpg",1.0,Viviana,Red (MAZ-04),Striped,100% Polyester,Handwoven,"1⁄5"" (approx.)",No decorative fringe,Indoor Only,India,Not available,Yes. Use that credit towards a 5x8 area rug and larger,Not necessary,,,
Mazarro - Viviana Area Rug,"<div class=""product-overview-data"">
<p><p>Bring playful pastels to any of your favorite spaces with the lively Viviana area rug from Vibe by Jaipur Living! This charming floor covering is part of the go-anywhere Mazarro collection, each rug made from strong synthetic materials that can provide dependable performance both indoors and outdoors.</p><ul><li>Let this rug showcase its durability in your most active spaces. Place it beneath a dining table, use to bring color to a patio, or use as an easy-cleanup solution for spaces like playrooms and mudrooms. </li><li> Viviana is a classic striped area rug that features colorful bands that alternate in widths. The colorful palette spans a variety of springtime hues for uplifting appeal within any environment. </li><li> Mazarro collection area rugs are handwoven for artisanal quality in every detail. These 100% polyester area rugs are highly resistant against weather and wear for long-lasting style. </li><li> Spot clean as needed using mild soap and cool water. When vacuuming, use a suction-only setting or hard surface attachment.</li></ul></p>
</div>",Vibe by Jaipur Living,Color,Red ,Size,5' x 8' Rectangular,265.00,142.50,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20792/148784/239137/ws_maz04_3.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20792/148784/239137/ws_maz04.jpg",1.0,Viviana,Red (MAZ-04),Striped,100% Polyester,Handwoven,"1⁄5"" (approx.)",No decorative fringe,Indoor Only,India,Not available,Yes. Use that credit towards a 5x8 area rug and larger,Not necessary,,,
Mazarro - Viviana Area Rug,"<div class=""product-overview-data"">
<p><p>Bring playful pastels to any of your favorite spaces with the lively Viviana area rug from Vibe by Jaipur Living! This charming floor covering is part of the go-anywhere Mazarro collection, each rug made from strong synthetic materials that can provide dependable performance both indoors and outdoors.</p><ul><li>Let this rug showcase its durability in your most active spaces. Place it beneath a dining table, use to bring color to a patio, or use as an easy-cleanup solution for spaces like playrooms and mudrooms. </li><li> Viviana is a classic striped area rug that features colorful bands that alternate in widths. The colorful palette spans a variety of springtime hues for uplifting appeal within any environment. </li><li> Mazarro collection area rugs are handwoven for artisanal quality in every detail. These 100% polyester area rugs are highly resistant against weather and wear for long-lasting style. </li><li> Spot clean as needed using mild soap and cool water. When vacuuming, use a suction-only setting or hard surface attachment.</li></ul></p>
</div>",Vibe by Jaipur Living,Color,Red ,Size,8' x 10' Rectangular,530.00,285.00,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20792/148784/239137/ws_maz04_3.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20792/148784/239137/ws_maz04.jpg",1.0,Viviana,Red (MAZ-04),Striped,100% Polyester,Handwoven,"1⁄5"" (approx.)",No decorative fringe,Indoor Only,India,Not available,Yes. Use that credit towards a 5x8 area rug and larger,Not necessary,,,
Mazarro - Viviana Area Rug,"<div class=""product-overview-data"">
<p><p>Bring playful pastels to any of your favorite spaces with the lively Viviana area rug from Vibe by Jaipur Living! This charming floor covering is part of the go-anywhere Mazarro collection, each rug made from strong synthetic materials that can provide dependable performance both indoors and outdoors.</p><ul><li>Let this rug showcase its durability in your most active spaces. Place it beneath a dining table, use to bring color to a patio, or use as an easy-cleanup solution for spaces like playrooms and mudrooms. </li><li> Viviana is a classic striped area rug that features colorful bands that alternate in widths. The colorful palette spans a variety of springtime hues for uplifting appeal within any environment. </li><li> Mazarro collection area rugs are handwoven for artisanal quality in every detail. These 100% polyester area rugs are highly resistant against weather and wear for long-lasting style. </li><li> Spot clean as needed using mild soap and cool water. When vacuuming, use a suction-only setting or hard surface attachment.</li></ul></p>
</div>",Vibe by Jaipur Living,Color,Red ,Size,9' x 12' Rectangular,820.00,435.00,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20792/148784/239137/ws_maz04_3.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20792/148784/239137/ws_maz04.jpg",1.0,Viviana,Red (MAZ-04),Striped,100% Polyester,Handwoven,"1⁄5"" (approx.)",No decorative fringe,Indoor Only,India,Not available,Yes. Use that credit towards a 5x8 area rug and larger,Not necessary,,,
Canteena Printed - Arkansas Area Rug,"<div class=""product-overview-data"">
<p><p>Rustic details make the Arkansas area rug an especially warm and welcoming addition to any interior. This charming accent is part of the Canteena Printed collection from Vibe by Jaipur Living, a series of practical textiles made to keep up with the most demanding placements throughout the home.</p><ul><li>Each area rug in the Canteena Printed collection is made from resilient synthetic materials that ward away staining and wear for family-friendly appeal. Children and pets are no match for these durable designs. </li><li> Use this traditional area rug to complement interior decor themes like southwestern, lodge, farmhouse and more. Distressed coloration lends a warm lived-in look for comfortable appeal. </li><li> Canteena collection rugs showcase the best of power-loomed construction. The 100% polyester rug face features a flat pile, the pattern printed in high resolution atop. Traction backing bolsters stability. </li><li> Immediately blot away spills using a dry white cloth. Vacuum in straight lines using a suction-only setting or hard surface attachment. Rotate annually.</li></ul></p>
</div>",Vibe by Jaipur Living,Color,"Blue, Red ",Size,2' x 3' Rectangular,80.00,39.00,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20521/147579/236807/ws_can02_4.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20521/147579/236807/ws_can02.jpg",1.0,Arkansas,"Blue, Red (CAN-02)",Traditional / Oriental,100% Polyester,Machine-Made,"1⁄5"" (approx.)",No decorative fringe,Indoor Only,Turkey,Not available,Not available,Recommended,,,
Canteena Printed - Arkansas Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20521/147579/236807/ws_can02.jpg",,,,,,,,,,,,,,,,,
Canteena Printed - Arkansas Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20521/147579/236807/ws_can02_1.jpg",,,,,,,,,,,,,,,,,
Canteena Printed - Arkansas Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20521/147579/236807/ws_can02_2.jpg",,,,,,,,,,,,,,,,,
