Title,Body (HTML),Vendor,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant Compare At Price,Variant Price,Image Src,Variant Image,Variant Inventory Qty,Style ID (product.metafields.custom.style_id),Color (product.metafields.custom.color),Style (product.metafields.custom.style),Material (product.metafields.custom.material),Construction (product.metafields.custom.construction),Thickness (product.metafields.custom.thickness),Fringe (product.metafields.custom.fringe),Location (product.metafields.custom.location),Made In (product.metafields.custom.made_in),Custom Sizes (product.metafields.custom.custom_sizes),Sample Size (product.metafields.custom.sample_size),Rug Pad (product.metafields.custom.rug_pad),Fill (product.metafields.custom.fill),Designer (product.metafields.custom.designer),Shape (product.metafields.custom.shape)
Ibis Printed - Cantania Area Rug,"<div class=""product-overview-data"">
<p><p>Make a playful and pretty choice for your indoor or outdoor living space with the bold Ibis Printed Cantania Area Rug from the Vibe Collection by Jaipur Living.</p><ul><li>In bright blues and golds with touches of neutral beige, this modern area rug is colorful, fun, and exciting. An oversized, leafy floral pattern brings a touch of the tropics to your everyday life.</li><li> This 100% polyester is a perfect addition to your busy lifestyle because it's incomparably versatile and practical. The flat pile area rug is ideal for any high-traffic space - inside the house and out!</li><li> This chic indoor/outdoor area rug promises quality and durability. It is expertly machine-made in Turkey.</li><li> Hose your rug off outside for quick and simple cleaning, and spot clean with soap and water.</li></ul></p>
</div>",Vibe by Jaipur Living,Color,"Blue, Beige ",Size,"18"" x 18"" sample",55.00,41.25,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20811/148839/239227/ws_ibs08_4.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20811/148839/239227/ws_ibs08.jpg",1.0,Cantania,"Blue, Beige (IBS-08)",Floral / Botanical,100% Polyester,Machine-Made,"1⁄5"" (approx.)",No decorative fringe,Outdoor/Indoor,Turkey,Not available,Yes. Use that credit towards a 5x8 area rug and larger,Not necessary,,,
Ibis Printed - Cantania Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20811/148839/239227/ws_ibs08.jpg",,,,,,,,,,,,,,,,,
Ibis Printed - Cantania Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20811/148839/239227/ws_ibs08_1.jpg",,,,,,,,,,,,,,,,,
Ibis Printed - Cantania Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20811/148839/239227/ws_ibs08_2.jpg",,,,,,,,,,,,,,,,,
Ibis Printed - Cantania Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20811/148839/239227/ws_ibs08_3.jpg",,,,,,,,,,,,,,,,,
Ibis Printed - Cantania Area Rug,"<div class=""product-overview-data"">
<p><p>Make a playful and pretty choice for your indoor or outdoor living space with the bold Ibis Printed Cantania Area Rug from the Vibe Collection by Jaipur Living.</p><ul><li>In bright blues and golds with touches of neutral beige, this modern area rug is colorful, fun, and exciting. An oversized, leafy floral pattern brings a touch of the tropics to your everyday life.</li><li> This 100% polyester is a perfect addition to your busy lifestyle because it's incomparably versatile and practical. The flat pile area rug is ideal for any high-traffic space - inside the house and out!</li><li> This chic indoor/outdoor area rug promises quality and durability. It is expertly machine-made in Turkey.</li><li> Hose your rug off outside for quick and simple cleaning, and spot clean with soap and water.</li></ul></p>
</div>",Vibe by Jaipur Living,Color,"Blue, Beige ",Size,"2'6"" x 8' Rectangular runner",218.00,97.50,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20811/148839/239227/ws_ibs08_3.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20811/148839/239227/ws_ibs08.jpg",1.0,Cantania,"Blue, Beige (IBS-08)",Floral / Botanical,100% Polyester,Machine-Made,"1⁄5"" (approx.)",No decorative fringe,Outdoor/Indoor,Turkey,Not available,Yes. Use that credit towards a 5x8 area rug and larger,Not necessary,,,
Ibis Printed - Cantania Area Rug,"<div class=""product-overview-data"">
<p><p>Make a playful and pretty choice for your indoor or outdoor living space with the bold Ibis Printed Cantania Area Rug from the Vibe Collection by Jaipur Living.</p><ul><li>In bright blues and golds with touches of neutral beige, this modern area rug is colorful, fun, and exciting. An oversized, leafy floral pattern brings a touch of the tropics to your everyday life.</li><li> This 100% polyester is a perfect addition to your busy lifestyle because it's incomparably versatile and practical. The flat pile area rug is ideal for any high-traffic space - inside the house and out!</li><li> This chic indoor/outdoor area rug promises quality and durability. It is expertly machine-made in Turkey.</li><li> Hose your rug off outside for quick and simple cleaning, and spot clean with soap and water.</li></ul></p>
</div>",Vibe by Jaipur Living,Color,"Blue, Beige ",Size,"4'2"" x 6' Rectangular",273.00,121.50,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20811/148839/239227/ws_ibs08_3.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20811/148839/239227/ws_ibs08.jpg",1.0,Cantania,"Blue, Beige (IBS-08)",Floral / Botanical,100% Polyester,Machine-Made,"1⁄5"" (approx.)",No decorative fringe,Outdoor/Indoor,Turkey,Not available,Yes. Use that credit towards a 5x8 area rug and larger,Not necessary,,,
Ibis Printed - Cantania Area Rug,"<div class=""product-overview-data"">
<p><p>Make a playful and pretty choice for your indoor or outdoor living space with the bold Ibis Printed Cantania Area Rug from the Vibe Collection by Jaipur Living.</p><ul><li>In bright blues and golds with touches of neutral beige, this modern area rug is colorful, fun, and exciting. An oversized, leafy floral pattern brings a touch of the tropics to your everyday life.</li><li> This 100% polyester is a perfect addition to your busy lifestyle because it's incomparably versatile and practical. The flat pile area rug is ideal for any high-traffic space - inside the house and out!</li><li> This chic indoor/outdoor area rug promises quality and durability. It is expertly machine-made in Turkey.</li><li> Hose your rug off outside for quick and simple cleaning, and spot clean with soap and water.</li></ul></p>
</div>",Vibe by Jaipur Living,Color,"Blue, Beige ",Size,5' x 8' Rectangular,400.00,180.00,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20811/148839/239227/ws_ibs08_3.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20811/148839/239227/ws_ibs08.jpg",1.0,Cantania,"Blue, Beige (IBS-08)",Floral / Botanical,100% Polyester,Machine-Made,"1⁄5"" (approx.)",No decorative fringe,Outdoor/Indoor,Turkey,Not available,Yes. Use that credit towards a 5x8 area rug and larger,Not necessary,,,
Ibis Printed - Cantania Area Rug,"<div class=""product-overview-data"">
<p><p>Make a playful and pretty choice for your indoor or outdoor living space with the bold Ibis Printed Cantania Area Rug from the Vibe Collection by Jaipur Living.</p><ul><li>In bright blues and golds with touches of neutral beige, this modern area rug is colorful, fun, and exciting. An oversized, leafy floral pattern brings a touch of the tropics to your everyday life.</li><li> This 100% polyester is a perfect addition to your busy lifestyle because it's incomparably versatile and practical. The flat pile area rug is ideal for any high-traffic space - inside the house and out!</li><li> This chic indoor/outdoor area rug promises quality and durability. It is expertly machine-made in Turkey.</li><li> Hose your rug off outside for quick and simple cleaning, and spot clean with soap and water.</li></ul></p>
</div>",Vibe by Jaipur Living,Color,"Blue, Beige ",Size,"7'6"" x 10' Rectangular",750.00,330.00,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20811/148839/239227/ws_ibs08_3.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20811/148839/239227/ws_ibs08.jpg",1.0,Cantania,"Blue, Beige (IBS-08)",Floral / Botanical,100% Polyester,Machine-Made,"1⁄5"" (approx.)",No decorative fringe,Outdoor/Indoor,Turkey,Not available,Yes. Use that credit towards a 5x8 area rug and larger,Not necessary,,,
Ibis Printed - Cantania Area Rug,"<div class=""product-overview-data"">
<p><p>Make a playful and pretty choice for your indoor or outdoor living space with the bold Ibis Printed Cantania Area Rug from the Vibe Collection by Jaipur Living.</p><ul><li>In bright blues and golds with touches of neutral beige, this modern area rug is colorful, fun, and exciting. An oversized, leafy floral pattern brings a touch of the tropics to your everyday life.</li><li> This 100% polyester is a perfect addition to your busy lifestyle because it's incomparably versatile and practical. The flat pile area rug is ideal for any high-traffic space - inside the house and out!</li><li> This chic indoor/outdoor area rug promises quality and durability. It is expertly machine-made in Turkey.</li><li> Hose your rug off outside for quick and simple cleaning, and spot clean with soap and water.</li></ul></p>
</div>",Vibe by Jaipur Living,Color,"Blue, Beige ",Size,9' x 12' Rectangular,"1,235.00",547.50,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20811/148839/239227/ws_ibs08_3.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20811/148839/239227/ws_ibs08.jpg",1.0,Cantania,"Blue, Beige (IBS-08)",Floral / Botanical,100% Polyester,Machine-Made,"1⁄5"" (approx.)",No decorative fringe,Outdoor/Indoor,Turkey,Not available,Yes. Use that credit towards a 5x8 area rug and larger,Not necessary,,,
Vindage Printed - Chaplin Area Rug,"<div class=""product-overview-data"">
<p>The Vindage collection melds vintage inspiration with on-trend colorways and durability for lived-in spaces. This digitally printed assortment features deep, rich tones and stunning abrashed designs that lend heirloom style to any home. The Chaplin area rug depicts a distressed medallion pattern with floral detailing in rich tones of green, blue, dark brown, pink, cream, and navy. The easy-care design withstands pets, children, and high traffic areas of the home such as living rooms, dining areas, kitchens, and bathrooms. <ul><li>Power-Loomed Performance: the digitally printed and machine-made quality offer an innovative vintage style</li><li>Everyday Luxury: 50% cotton and 50% polyester </li><li>No Pile: flat finish for low-profile, vintage look</li><li>Care and Cleaning: Blot stains immediately and clean using a mild soap mixed with equal parts white vinegar and water. Vacuum regularly with beater bar off.</li><li>Rug Pad Recommended: prevent bunching and slipping with a rubber-backed, non-slip rug pad</li></ul></p>
</div>",Vibe by Jaipur Living,Color,"Green, Blue ",Size,"18"" x 18"" sample",60.00,42.00,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20314/146939/235869/ws_vin07_5.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20314/146939/235869/ws_vin07.jpg",1.0,Chaplin,"Green, Blue (VIN-07)",Vintage / Overdyed,"50% Polyester, 50% Cotton",Machine-Made,"2⁄5"" (approx.)",No decorative fringe,Indoor Only,Turkey,Not available,Yes. Use that credit towards a 5x8 area rug and larger,Recommended,,,
Vindage Printed - Chaplin Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20314/146939/235869/ws_vin07.jpg",,,,,,,,,,,,,,,,,
Vindage Printed - Chaplin Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20314/146939/235869/ws_vin07_4.jpg",,,,,,,,,,,,,,,,,
Vindage Printed - Chaplin Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20314/146939/235869/ws_vin07_7.jpg",,,,,,,,,,,,,,,,,
Vindage Printed - Chaplin Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20314/146939/235869/ws_vin07_1.jpg",,,,,,,,,,,,,,,,,
Vindage Printed - Chaplin Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20314/146939/235869/ws_vin07_2.jpg",,,,,,,,,,,,,,,,,
Vindage Printed - Chaplin Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20314/146939/235869/ws_vin07_3.jpg",,,,,,,,,,,,,,,,,
Vindage Printed - Chaplin Area Rug,"<div class=""product-overview-data"">
<p>The Vindage collection melds vintage inspiration with on-trend colorways and durability for lived-in spaces. This digitally printed assortment features deep, rich tones and stunning abrashed designs that lend heirloom style to any home. The Chaplin area rug depicts a distressed medallion pattern with floral detailing in rich tones of green, blue, dark brown, pink, cream, and navy. The easy-care design withstands pets, children, and high traffic areas of the home such as living rooms, dining areas, kitchens, and bathrooms. <ul><li>Power-Loomed Performance: the digitally printed and machine-made quality offer an innovative vintage style</li><li>Everyday Luxury: 50% cotton and 50% polyester </li><li>No Pile: flat finish for low-profile, vintage look</li><li>Care and Cleaning: Blot stains immediately and clean using a mild soap mixed with equal parts white vinegar and water. Vacuum regularly with beater bar off.</li><li>Rug Pad Recommended: prevent bunching and slipping with a rubber-backed, non-slip rug pad</li></ul></p>
</div>",Vibe by Jaipur Living,Color,"Green, Blue ",Size,3' x 8' Rectangular runner,208.00,97.50,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20314/146939/235869/ws_vin07_3.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20314/146939/235869/ws_vin07.jpg",1.0,Chaplin,"Green, Blue (VIN-07)",Vintage / Overdyed,"50% Polyester, 50% Cotton",Machine-Made,"2⁄5"" (approx.)",No decorative fringe,Indoor Only,Turkey,Not available,Yes. Use that credit towards a 5x8 area rug and larger,Recommended,,,
Vindage Printed - Chaplin Area Rug,"<div class=""product-overview-data"">
<p>The Vindage collection melds vintage inspiration with on-trend colorways and durability for lived-in spaces. This digitally printed assortment features deep, rich tones and stunning abrashed designs that lend heirloom style to any home. The Chaplin area rug depicts a distressed medallion pattern with floral detailing in rich tones of green, blue, dark brown, pink, cream, and navy. The easy-care design withstands pets, children, and high traffic areas of the home such as living rooms, dining areas, kitchens, and bathrooms. <ul><li>Power-Loomed Performance: the digitally printed and machine-made quality offer an innovative vintage style</li><li>Everyday Luxury: 50% cotton and 50% polyester </li><li>No Pile: flat finish for low-profile, vintage look</li><li>Care and Cleaning: Blot stains immediately and clean using a mild soap mixed with equal parts white vinegar and water. Vacuum regularly with beater bar off.</li><li>Rug Pad Recommended: prevent bunching and slipping with a rubber-backed, non-slip rug pad</li></ul></p>
</div>",Vibe by Jaipur Living,Color,"Green, Blue ",Size,"3'11"" x 6' Rectangular",204.00,95.25,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20314/146939/235869/ws_vin07_3.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20314/146939/235869/ws_vin07.jpg",1.0,Chaplin,"Green, Blue (VIN-07)",Vintage / Overdyed,"50% Polyester, 50% Cotton",Machine-Made,"2⁄5"" (approx.)",No decorative fringe,Indoor Only,Turkey,Not available,Yes. Use that credit towards a 5x8 area rug and larger,Recommended,,,
Vindage Printed - Chaplin Area Rug,"<div class=""product-overview-data"">
<p>The Vindage collection melds vintage inspiration with on-trend colorways and durability for lived-in spaces. This digitally printed assortment features deep, rich tones and stunning abrashed designs that lend heirloom style to any home. The Chaplin area rug depicts a distressed medallion pattern with floral detailing in rich tones of green, blue, dark brown, pink, cream, and navy. The easy-care design withstands pets, children, and high traffic areas of the home such as living rooms, dining areas, kitchens, and bathrooms. <ul><li>Power-Loomed Performance: the digitally printed and machine-made quality offer an innovative vintage style</li><li>Everyday Luxury: 50% cotton and 50% polyester </li><li>No Pile: flat finish for low-profile, vintage look</li><li>Care and Cleaning: Blot stains immediately and clean using a mild soap mixed with equal parts white vinegar and water. Vacuum regularly with beater bar off.</li><li>Rug Pad Recommended: prevent bunching and slipping with a rubber-backed, non-slip rug pad</li></ul></p>
</div>",Vibe by Jaipur Living,Color,"Green, Blue ",Size,"5'3"" x 8' Rectangular",335.00,156.75,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20314/146939/235869/ws_vin07_3.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20314/146939/235869/ws_vin07.jpg",1.0,Chaplin,"Green, Blue (VIN-07)",Vintage / Overdyed,"50% Polyester, 50% Cotton",Machine-Made,"2⁄5"" (approx.)",No decorative fringe,Indoor Only,Turkey,Not available,Yes. Use that credit towards a 5x8 area rug and larger,Recommended,,,
Vindage Printed - Chaplin Area Rug,"<div class=""product-overview-data"">
<p>The Vindage collection melds vintage inspiration with on-trend colorways and durability for lived-in spaces. This digitally printed assortment features deep, rich tones and stunning abrashed designs that lend heirloom style to any home. The Chaplin area rug depicts a distressed medallion pattern with floral detailing in rich tones of green, blue, dark brown, pink, cream, and navy. The easy-care design withstands pets, children, and high traffic areas of the home such as living rooms, dining areas, kitchens, and bathrooms. <ul><li>Power-Loomed Performance: the digitally printed and machine-made quality offer an innovative vintage style</li><li>Everyday Luxury: 50% cotton and 50% polyester </li><li>No Pile: flat finish for low-profile, vintage look</li><li>Care and Cleaning: Blot stains immediately and clean using a mild soap mixed with equal parts white vinegar and water. Vacuum regularly with beater bar off.</li><li>Rug Pad Recommended: prevent bunching and slipping with a rubber-backed, non-slip rug pad</li></ul></p>
</div>",Vibe by Jaipur Living,Color,"Green, Blue ",Size,"7'10"" x 10' Rectangular",620.00,288.75,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20314/146939/235869/ws_vin07_3.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20314/146939/235869/ws_vin07.jpg",1.0,Chaplin,"Green, Blue (VIN-07)",Vintage / Overdyed,"50% Polyester, 50% Cotton",Machine-Made,"2⁄5"" (approx.)",No decorative fringe,Indoor Only,Turkey,Not available,Yes. Use that credit towards a 5x8 area rug and larger,Recommended,,,
Vindage Printed - Chaplin Area Rug,"<div class=""product-overview-data"">
<p>The Vindage collection melds vintage inspiration with on-trend colorways and durability for lived-in spaces. This digitally printed assortment features deep, rich tones and stunning abrashed designs that lend heirloom style to any home. The Chaplin area rug depicts a distressed medallion pattern with floral detailing in rich tones of green, blue, dark brown, pink, cream, and navy. The easy-care design withstands pets, children, and high traffic areas of the home such as living rooms, dining areas, kitchens, and bathrooms. <ul><li>Power-Loomed Performance: the digitally printed and machine-made quality offer an innovative vintage style</li><li>Everyday Luxury: 50% cotton and 50% polyester </li><li>No Pile: flat finish for low-profile, vintage look</li><li>Care and Cleaning: Blot stains immediately and clean using a mild soap mixed with equal parts white vinegar and water. Vacuum regularly with beater bar off.</li><li>Rug Pad Recommended: prevent bunching and slipping with a rubber-backed, non-slip rug pad</li></ul></p>
</div>",Vibe by Jaipur Living,Color,"Green, Blue ",Size,"9'2"" x 12' Rectangular","1,000.00",469.50,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20314/146939/235869/ws_vin07_3.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20314/146939/235869/ws_vin07.jpg",1.0,Chaplin,"Green, Blue (VIN-07)",Vintage / Overdyed,"50% Polyester, 50% Cotton",Machine-Made,"2⁄5"" (approx.)",No decorative fringe,Indoor Only,Turkey,Not available,Yes. Use that credit towards a 5x8 area rug and larger,Recommended,,,
Vindage Printed - Chaplin Area Rug,"<div class=""product-overview-data"">
<p>The Vindage collection melds vintage inspiration with on-trend colorways and durability for lived-in spaces. This digitally printed assortment features deep, rich tones and stunning abrashed designs that lend heirloom style to any home. The Chaplin area rug depicts a distressed medallion pattern with floral detailing in rich tones of green, blue, dark brown, pink, cream, and navy. The easy-care design withstands pets, children, and high traffic areas of the home such as living rooms, dining areas, kitchens, and bathrooms. <ul><li>Power-Loomed Performance: the digitally printed and machine-made quality offer an innovative vintage style</li><li>Everyday Luxury: 50% cotton and 50% polyester </li><li>No Pile: flat finish for low-profile, vintage look</li><li>Care and Cleaning: Blot stains immediately and clean using a mild soap mixed with equal parts white vinegar and water. Vacuum regularly with beater bar off.</li><li>Rug Pad Recommended: prevent bunching and slipping with a rubber-backed, non-slip rug pad</li></ul></p>
</div>",Vibe by Jaipur Living,Color,"Green, Blue ",Size,"10'6"" x 14' Rectangular","1,335.00",626.25,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20314/146939/235869/ws_vin07_3.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20314/146939/235869/ws_vin07.jpg",1.0,Chaplin,"Green, Blue (VIN-07)",Vintage / Overdyed,"50% Polyester, 50% Cotton",Machine-Made,"2⁄5"" (approx.)",No decorative fringe,Indoor Only,Turkey,Not available,Yes. Use that credit towards a 5x8 area rug and larger,Recommended,,,
Garcia Washables - Sancho Area Rug,"<div class=""product-overview-data"">
<p><p>Reinvigorate any of your favorite interior spaces with the eye-catching Sancho area rug from Vibe by Jaipur Living. This piece is part of the exciting Garcia collection, a series that draws inspiration from antique heirlooms – classic patterns are reimagined in smart modern materials sure to stand up well to everyday wear and tear.</p><ul><li>Sancho readily resists staining and fading for long-lasting vibrancy. The surface features a smooth texture that cleans up easily, perfect for homes that are shared with pets and children. </li><li> Vibrant colors make Sancho a true statement piece that will transform any space it graces. This design features traditional rug patterns rendered in red, violet, pink, green, and so many hues in between. </li><li> Garcia collection rugs are power loomed with a 100% polyester surface and a durable cotton-poly backing. The patterns and colors are digitally printed on the surface in high resolution. </li><li> Vacuum as needed using a suction-only setting or hard surface attachment. Use a dry white cloth to blot spills before they have a chance to set. Wash on a gentle laundry cycle up to four times.</li></ul></p>
</div>",Vibe by Jaipur Living,Color,"Orange, Purple ",Size,"18"" x 18"" sample",60.00,42.00,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20790/148777/239127/ws_gar02_4.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20790/148777/239127/ws_gar02.jpg",1.0,Sancho,"Orange, Purple (GAR-02)",Vintage / Overdyed,100% Polyester,Machine-Made,"1⁄5"" (approx.)",No decorative fringe,Indoor Only,Turkey,Not available,Yes. Use that credit towards a 5x8 area rug and larger,Not necessary,,,
Garcia Washables - Sancho Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20790/148777/239127/ws_gar02.jpg",,,,,,,,,,,,,,,,,
Garcia Washables - Sancho Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20790/148777/239127/ws_gar02_5.jpg",,,,,,,,,,,,,,,,,
Garcia Washables - Sancho Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20790/148777/239127/ws_gar02_7.jpg",,,,,,,,,,,,,,,,,
Garcia Washables - Sancho Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20790/148777/239127/ws_gar02_6.jpg",,,,,,,,,,,,,,,,,
Garcia Washables - Sancho Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20790/148777/239127/ws_gar02_8.jpg",,,,,,,,,,,,,,,,,
Garcia Washables - Sancho Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20790/148777/239127/ws_gar02_1.jpg",,,,,,,,,,,,,,,,,
Garcia Washables - Sancho Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20790/148777/239127/ws_gar02_2.jpg",,,,,,,,,,,,,,,,,
Garcia Washables - Sancho Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20790/148777/239127/ws_gar02_3.jpg",,,,,,,,,,,,,,,,,
Garcia Washables - Sancho Area Rug,"<div class=""product-overview-data"">
<p><p>Reinvigorate any of your favorite interior spaces with the eye-catching Sancho area rug from Vibe by Jaipur Living. This piece is part of the exciting Garcia collection, a series that draws inspiration from antique heirlooms – classic patterns are reimagined in smart modern materials sure to stand up well to everyday wear and tear.</p><ul><li>Sancho readily resists staining and fading for long-lasting vibrancy. The surface features a smooth texture that cleans up easily, perfect for homes that are shared with pets and children. </li><li> Vibrant colors make Sancho a true statement piece that will transform any space it graces. This design features traditional rug patterns rendered in red, violet, pink, green, and so many hues in between. </li><li> Garcia collection rugs are power loomed with a 100% polyester surface and a durable cotton-poly backing. The patterns and colors are digitally printed on the surface in high resolution. </li><li> Vacuum as needed using a suction-only setting or hard surface attachment. Use a dry white cloth to blot spills before they have a chance to set. Wash on a gentle laundry cycle up to four times.</li></ul></p>
</div>",Vibe by Jaipur Living,Color,"Orange, Purple ",Size,3' x 8' Rectangular runner,139.00,72.00,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20790/148777/239127/ws_gar02_3.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20790/148777/239127/ws_gar02.jpg",1.0,Sancho,"Orange, Purple (GAR-02)",Vintage / Overdyed,100% Polyester,Machine-Made,"1⁄5"" (approx.)",No decorative fringe,Indoor Only,Turkey,Not available,Yes. Use that credit towards a 5x8 area rug and larger,Not necessary,,,
Garcia Washables - Sancho Area Rug,"<div class=""product-overview-data"">
<p><p>Reinvigorate any of your favorite interior spaces with the eye-catching Sancho area rug from Vibe by Jaipur Living. This piece is part of the exciting Garcia collection, a series that draws inspiration from antique heirlooms – classic patterns are reimagined in smart modern materials sure to stand up well to everyday wear and tear.</p><ul><li>Sancho readily resists staining and fading for long-lasting vibrancy. The surface features a smooth texture that cleans up easily, perfect for homes that are shared with pets and children. </li><li> Vibrant colors make Sancho a true statement piece that will transform any space it graces. This design features traditional rug patterns rendered in red, violet, pink, green, and so many hues in between. </li><li> Garcia collection rugs are power loomed with a 100% polyester surface and a durable cotton-poly backing. The patterns and colors are digitally printed on the surface in high resolution. </li><li> Vacuum as needed using a suction-only setting or hard surface attachment. Use a dry white cloth to blot spills before they have a chance to set. Wash on a gentle laundry cycle up to four times.</li></ul></p>
</div>",Vibe by Jaipur Living,Color,"Orange, Purple ",Size,4' x 6' Rectangular,139.00,72.00,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20790/148777/239127/ws_gar02_3.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00328/20790/148777/239127/ws_gar02.jpg",1.0,Sancho,"Orange, Purple (GAR-02)",Vintage / Overdyed,100% Polyester,Machine-Made,"1⁄5"" (approx.)",No decorative fringe,Indoor Only,Turkey,Not available,Yes. Use that credit towards a 5x8 area rug and larger,Not necessary,,,
